數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
29c026d7-034a-4842-b1f2-ccfb82fab316,遛狗區地點資訊,遛狗区地点信息,Informações sobre a localização dos parques caninos,,提供各區遛狗地點的使用及位置資訊。,提供各区遛狗地点的使用及位置信息。,Informações disponíveis sobre o uso e a localização dos parques caninos de diversas zonas,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/29c026d7-034a-4842-b1f2-ccfb82fab316?token=null&isNeedFile=0&lang=TC,每日,22,42,2023-09-19 20:00:04,2021-09-23 12:28:14
3b887106-88f8-44bc-aaf8-201fb7f0949b,中小企業信用保證計劃統計 - 申請概況,中小企业信用保证计划统计 - 申请概况,Estatística do “Plano de Garantia de Créditos a Pequenas e Médias Empresas” – Situação geral dos pedidos,,提供中小企業信用保證計劃統計年度申請及批准統計數據,"提供中小企业信用保证计划统计年度申请及批准统计数据
",Dados estatísticos anuais dos pedidos apresentados e dos pedidos aprovados do “Plano de Garantia de Créditos a Pequenas e Médias Empresas”,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/3b887106-88f8-44bc-aaf8-201fb7f0949b?token=null&isNeedFile=0&lang=TC,每月,33,42,2023-09-05 16:19:58,2020-10-30 12:00:57
58255a62-6c4a-464a-8eb9-c8bb457213ad,發明專利延伸申請量,发明专利延伸申请量,Números dos Pedidos de Extensão de Patente de Invenção,,按每月方式，提供發明專利延伸申請統計資料,按每月方式，提供发明专利延伸申请统计资料,Dados estatísticos dos pedidos de extensão de patente de invenção disponibilizados mensalmente,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/58255a62-6c4a-464a-8eb9-c8bb457213ad?token=null&isNeedFile=0&lang=TC,每月,20,42,2023-09-05 16:20:26,2020-09-16 12:08:25
68d07a89-78fc-4c22-99b8-a24089894935,社區醫療衛生  (其他)衛生專業人員准照數目,社区医疗卫生 (其他)卫生专业人员准照数目,"Número de licenças dos profissionais de saúde, na área de cuidados de saúde comunitários (outros) ",,社區醫療衛生  (其他)衛生專業人員准照數目,社区医疗卫生 (其他)卫生专业人员准照数目,"Número de licenças dos profissionais de saúde, na área de cuidados de saúde comunitários (outros) ",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/68d07a89-78fc-4c22-99b8-a24089894935?token=null&isNeedFile=0&lang=TC,每年,71,42,2022-11-26 15:48:10,2019-11-13 09:54:09
8897215d-91f7-4fd6-bf02-f36ff5c639ae,新能源/環保巴士數量,新能源/环保巴士数量,N.º de autocarros movidos a energias amigas do ambiente,,新能源/環保巴士數量,新能源/环保巴士数量,"N.º de autocarros movidos a energias amigas do ambiente
",,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/8897215d-91f7-4fd6-bf02-f36ff5c639ae?token=null&isNeedFile=0&lang=TC,每季,18,42,2022-09-07 14:37:39,2022-09-07 14:37:39
9a5c1c83-77f7-48b4-b625-8324e7ca2db5,按外地僱員類別統計完成個案數目及涉及的申請和批准人數,按外地雇员类别统计完成个案数目及涉及的申请和批准人数,"Número de pedidos concluídos e trabalhadores não residentes solicitados e autorizados, segundo a sua modalidade",,按外地僱員類別統計完成個案數目及涉及的申請和批准人數,按外地雇员类别统计完成个案数目及涉及的申请和批准人数,"Número de pedidos concluídos e trabalhadores não residentes solicitados e autorizados, segundo a sua modalidade",,就業   ,就业   ,Emprego   ,,完全開放,JSON,否,勞工事務局,劳工事务局,Direcção dos Serviços para os Assuntos Laborais,,28564109,dsalinfo@dsal.gov.mo,https://api.data.gov.mo/document/download/9a5c1c83-77f7-48b4-b625-8324e7ca2db5?token=null&isNeedFile=0&lang=TC,每月,0,42,2022-01-07 14:59:11,2022-01-07 14:59:11
a7059c6d-880b-4abd-8bef-45a9498442ba,休憩區,休憩区,Zonas de Lazer,,提供各區休憩區的使用及位置資訊。,提供各區休憩區的使用及位置資訊。,Fornece informações relativas à utilização e localização das zonas de lazer.,,旅遊及博彩   城市環境   ,旅游及博彩   城市环境   ,Turismo e Jogo   Ambiente Urbano   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/a7059c6d-880b-4abd-8bef-45a9498442ba?token=null&isNeedFile=0&lang=TC,每日,14,42,2023-09-19 20:00:02,2022-05-03 16:45:00
d404b7d3-d088-47d3-b3df-ce63a12985b1,鼓勵企業升級發展補貼計劃統計 - 申請概況,鼓励企业升级发展补贴计划统计 - 申请概况,"Estatística do “Plano de Bonificação para Incentivar o Desenvolvimento e a Valorização Empresarial"" – Situação geral dos pedidos",,提供鼓勵企業升級發展補貼計劃年度申請及批准統計數據,提供鼓励企业升级发展补贴计划年度申请及批准统计数据,Dados estatísticos anuais dos pedidos apresentados e dos pedidos aprovados da “Plano de Bonificação para Incentivar o Desenvolvimento e a Valorização Empresarial”,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/d404b7d3-d088-47d3-b3df-ce63a12985b1?token=null&isNeedFile=0&lang=TC,每季,10,42,2023-07-18 11:41:51,2021-05-10 12:31:23
0d4caa09-736c-40e7-aa1b-ec2fb056d875,人力資源範疇按所屬單位劃分的藥劑師數目,人力资源范畴按所属单位划分的药剂师数目,"Número de farmacêuticos por subunidade a que pertencem, na área de recursos humanos",,人力資源範疇中，以所屬單位劃分的藥劑師數目,人力资源范畴中，以所属单位划分的药剂师数目,"Número de farmacêuticos por subunidade a que pertencem, na área de recursos humanos",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/0d4caa09-736c-40e7-aa1b-ec2fb056d875?token=null&isNeedFile=0&lang=TC,每年,64,41,2022-11-26 13:10:49,2019-11-13 09:51:57
19d18f13-8b96-4889-bf51-928d92663891,財務管理範疇按預算項目劃分的實際開支,财务管理范畴按预算项目划分的实际开支,"Montantes despendidos por rubrica orçamental, na área de gestão financeira",,財務管理範疇中，按預算項目劃分的實際開支,财务管理范畴中，按预算项目划分的实际开支,Montantes despendidos por rubrica orçamental na área de gestão financeira,,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/19d18f13-8b96-4889-bf51-928d92663891?token=null&isNeedFile=0&lang=TC,每年,30,41,2022-11-26 13:10:50,2019-11-13 09:51:29
22971c15-99ee-4126-bd98-bd028bf9bb6b,專科衛生護理範疇急診部概況,专科卫生护理范畴急诊部概况,"Situação do serviço de urgência, na área de cuidados de saúde diferenciados",,專科衛生護理範疇中，急診部概況,专科卫生护理范畴中，急诊部概况,"Situação do serviço de urgência, na área de cuidados de saúde diferenciados",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/22971c15-99ee-4126-bd98-bd028bf9bb6b?token=null&isNeedFile=0&lang=TC,每年,53,41,2022-11-26 16:04:39,2019-11-13 09:56:07
2ae8d977-db37-479c-970a-2162688e5458,退休及撫卹制度-在職會員-按性別劃分,退休及抚恤制度-在职会员-按性别划分,Regime de Aposentação e Sobrevivência – Subscritores no activo – Por sexo,,按年及性別統計退休及撫卹制度中在職會員之人數,按年及性别统计退休及抚恤制度中在职会员之人数,Estatística do número de subscritores no activo do Regime de Aposentação e Sobrevivência por ano e sexo,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/2ae8d977-db37-479c-970a-2162688e5458?token=null&isNeedFile=0&lang=TC,每年,29,41,2023-06-12 10:40:59,2020-10-14 12:22:20
3fd16e3f-dfb2-45cd-beb6-5eeae7d95894,專科衛生護理範疇按歲組劃分的住院病人數目, 专科卫生护理范畴按岁组划分的住院病人数目,"Número de internamentos hospitalares por grupo etário, na área de cuidados de saúde diferenciados",,專科衛生護理範疇中，按歲組劃分的住院病人數目,专科卫生护理范畴中，按岁组划分的住院病人数目,"Número de internamentos hospitalares por especialidade, na área de cuidados de saúde generalizados",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/3fd16e3f-dfb2-45cd-beb6-5eeae7d95894?token=null&isNeedFile=0&lang=TC,每年,52,41,2022-11-26 16:04:38,2019-11-13 09:56:21
81e74759-a898-4875-b6f1-4572c3054229,旅遊行業培訓之統計,旅游行业培训之统计,Estatísticas de acções de formação,,旅遊行業培訓之統計,旅游行业培训之统计,Estatísticas de acções de formação,,教育   旅遊及博彩   ,教育   旅游及博彩   ,Educação   Turismo e Jogo   ,,完全開放,XLSX,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/81e74759-a898-4875-b6f1-4572c3054229?token=null&isNeedFile=0&lang=TC,按需要,18,41,2023-05-23 09:33:25,2022-05-04 18:53:42
9e45b415-c24d-4dc9-9079-02ef79518c3d,低地台巴士數量 ,低地台巴士数量 ,Número de autocarros com piso rebaixado ,,低地台巴士數量 ,低地台巴士数量 ,Número de autocarros com piso rebaixado ,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/9e45b415-c24d-4dc9-9079-02ef79518c3d?token=null&isNeedFile=0&lang=TC,每季,32,41,2022-09-01 01:00:05,2020-12-15 11:55:32
a190df98-e96e-4776-9fa4-434f0e982f1e,專科衛生護理範疇按求診原因劃分的急診就診人次,专科卫生护理范畴按求诊原因划分的急诊就诊人次,"Número de atendimentos na urgência consoante o motivo de procura de consulta, na área de cuidados de saúde diferenciados",,專科衛生護理範疇中，按求診原因劃分的急診就診人次,专科卫生护理范畴中，按求诊原因划分的急诊就诊人次,"Número de atendimentos na urgência, consoante o motivo de procura de consulta,  na área de cuidados de saúde diferenciados",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/a190df98-e96e-4776-9fa4-434f0e982f1e?token=null&isNeedFile=0&lang=TC,每年,52,41,2022-11-26 13:10:55,2019-11-13 09:56:00
a541b4d3-3b75-44f8-88cd-1b132641b766,侵犯商標權及侵犯著作權物品,侵犯商标权及侵犯著作权物品,Os artigos violados de Direitos à Marca e de Autor,,海關檢獲侵犯商標權及侵犯著作權之物品,海关检获侵犯商标权及侵犯著作权之物品,Os artigos violados de Direitos à Marca e de Autor,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,中華人民共和國澳門特別行政區海關,中華人民共和國澳門特別行政區海關,SA,,28559944,info@customs.gov.mo,https://api.data.gov.mo/document/download/a541b4d3-3b75-44f8-88cd-1b132641b766?token=null&isNeedFile=0&lang=TC,按需要,16,41,2023-08-15 10:15:01,2021-07-26 17:47:23
af5492e6-4613-4995-8ee1-30f6f6284b3e,社區醫療衛生 (衛生中心)按歲組劃分的衛生中心門診人次,社区医疗卫生 (卫生中心)按岁组划分的卫生中心门诊人次,"Número de consultas externas dos centros de saúde consoante grupo etário, na área de cuidados de saúde comunitários(centros de saúde)  ",,社區醫療衛生 (衛生中心)按歲組劃分的衛生中心門診人次,社区医疗卫生 (卫生中心)按岁组划分的卫生中心门诊人次,"Número de consultas externas dos centros de saúde consoante grupo etário, na área de cuidados de saúde comunitários(centros de saúde)  ",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/af5492e6-4613-4995-8ee1-30f6f6284b3e?token=null&isNeedFile=0&lang=TC,每年,70,41,2022-11-26 15:48:08,2019-11-13 09:55:21
01b40f82-0218-44e9-a10c-0c3a1d1dfa1c,遞交新設計計劃的住宅資料,递交新设计计划的住宅资料,Informações sobre os empreendimentos habitacionais com novo projecto de arquitectura,,於參考期間新遞交設計計劃的住宅資料,于参考期间新递交设计计划的住宅资料,"Informações sobre os empreendimentos habitacionais com novo projecto de arquitectura, apresentado durante o período de referência.",,住房人口   城市環境   ,住房人口   城市环境   ,Habitação e População   Ambiente Urbano   ,,完全開放,"XLS,XLSX",否,土地工務運輸局,土地工務運輸局,DSSOPT,,28722488,info@dssopt.gov.mo,https://api.data.gov.mo/document/download/01b40f82-0218-44e9-a10c-0c3a1d1dfa1c?token=null&isNeedFile=0&lang=TC,每季,12,40,2023-08-18 16:27:40,2021-09-10 16:12:10
46e37fb7-22a3-48f3-a295-92ef4e98eb32,職業安全健康培訓和教育範疇之數據,职业安全健康培训和教育范畴之数据,formação na área de segurança e saúde ocupacional ,,職業安全健康培訓和教育範疇之數據,职业安全健康培训和教育范畴之数据,formação na área de segurança e saúde ocupacional ,,就業   ,就业   ,Emprego   ,,完全開放,"XLS,XLSX",否,勞工事務局,劳工事务局,Direcção dos Serviços para os Assuntos Laborais,,2871 7781,dsaldsso@dsal.gov.mo,https://api.data.gov.mo/document/download/46e37fb7-22a3-48f3-a295-92ef4e98eb32?token=null&isNeedFile=0&lang=TC,每月,17,40,2023-06-30 17:33:12,2021-11-18 16:41:00
5aee9f9e-2d7e-4cce-ba91-709b342891fa,社區醫療衛生 (衛生中心)衛生中心團體健康教育工作,社区医疗卫生 (卫生中心)卫生中心团体健康教育工作,"Trabalho de educação sanitária dos centros de saúde destinado às associações, na área de cuidados de saúde comunitários(centros de saúde)",,社區醫療衛生 (衛生中心)衛生中心團體健康教育工作,社区医疗卫生 (卫生中心)卫生中心团体健康教育工作,"Trabalho de educação sanitária dos centros de saúde destinado às associações, na área de cuidados de saúde generalizados (centros de saúde)",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/5aee9f9e-2d7e-4cce-ba91-709b342891fa?token=null&isNeedFile=0&lang=TC,每年,68,40,2022-11-26 15:48:14,2019-11-13 09:54:58
